,Msg,Time[s],Time[UTC],Julian Day,Lon[deg],Lat[deg],Zg[m],Zp[m],Ws[m/s],Wd[deg],T[K],RH[%],P[Pa],DP[Pa],Pv[mA],Vb[V],Tb[K],Pmp[%],Mod,Cmd,potential_temperature,specific_humidity,temperature,altitude,wind_speed,u_wind,v_wind
220,222,9150,17:27:20,76.727315,11.4542,78.282929,2055.6,2165.9,7.9,182.6,247.5,59.6,77855.5,16252.4,0.0,8.0,291,0,2,6,265.8586970762589,0.0003633991131026,247.5,2054.737291803117,7.9,-0.3583676062211026,-7.891867501346647
221,223,9210,17:28:20,76.728009,11.452755,78.278764,2049.5,2157.9,7.7,184.0,247.1,60.0,77933.5,15537.3,0.0,7.9,291,0,2,6,265.353059925001,0.0003524321954823,247.1,2047.324029500106,7.7,-0.5371248478297647,-7.681243187000646
222,224,9270,17:29:20,76.728704,11.452191,78.274595,2052.1,2163.5,7.7,181.6,247.1,61.2,77879.2,15183.4,0.0,7.9,291,0,2,6,265.4059339702698,0.0003597314815349,247.1,2052.484015359919,7.7,-0.2149966181714797,-7.696997885810728
223,225,9330,17:30:20,76.729398,11.453528,78.270612,2076.5,2189.5,7.4,176.1,247.2,61.2,77626.6,15569.6,0.0,7.9,291,0,2,6,265.7600333005267,0.0003641995473829,247.2,2076.535320818221,7.4,0.5033131509228389,-7.382863663383479
224,226,9390,17:31:20,76.730093,11.456996,78.266801,2120.7,2237.1,7.2,169.5,247.0,60.8,77167.1,15960.4,0.0,7.9,291,0,2,6,265.9960605859702,0.0003574096156525,247.0,2120.487967078419,7.2,1.312095783543463,-7.079435334460473
225,227,9450,17:32:20,76.730787,11.461748,78.26288,2166.8,2288.1,7.5,166.2,246.6,60.8,76677.2,16229.1,0.0,7.9,291,0,2,6,266.0492164192869,0.0003468015467624,246.6,2167.637675894088,7.5,1.789000931839358,-7.28350709932227
226,228,9510,17:33:20,76.731481,11.467184,78.258979,2205.2,2331.0,7.5,164.2,246.3,61.2,76266.9,16475.4,0.0,7.9,291,0,2,6,266.1334186769658,0.0003414540380775,246.3,2207.358783328706,7.5,2.042101852804309,-7.21663495146964
227,229,9570,17:34:20,76.732176,11.472448,78.255039,2232.1,2365.9,7.6,164.8,246.5,61.6,75934.5,16575.0,0.0,7.9,291,0,2,6,266.6822938843062,0.0003515712428228,246.5,2239.695399820075,7.6,1.992637757670572,-7.334125357989566
228,230,9630,17:35:20,76.73287,11.477525,78.251107,2247.1,2377.5,7.5,165.3,246.2,61.6,75824.3,16444.9,0.0,7.9,291,0,2,6,266.4683328589123,0.0003425360577201,246.2,2250.447153461544,7.5,1.90318458438604,-7.254508145819076
229,231,9690,17:36:20,76.733565,11.482405,78.247158,2246.9,2373.2,7.6,165.9,246.6,62.0,75865.0,15698.5,0.0,7.9,291,0,2,6,266.8603239384029,0.0003574324017401,246.6,2246.474405714036,7.6,1.85147408957377,-7.371027316164076
230,232,9750,17:37:20,76.734259,11.487033,78.243242,2228.8,2358.2,7.5,166.5,246.1,62.0,76007.4,14816.0,0.0,7.9,291,0,2,6,266.1765210770434,0.00034078713589,246.1,2232.59142315155,7.5,1.750840228919291,-7.292774402982574
231,233,9810,17:38:20,76.734954,11.490925,78.239476,2229.1,2358.4,7.1,168.1,245.9,62.7,76005.8,14295.1,0.0,7.9,291,0,2,6,265.9618057577584,0.0003383638046041,245.9,2232.747267191877,7.1,1.464049716316071,-6.947413794222626
232,234,9870,17:39:20,76.735648,11.494625,78.235729,2259.5,2390.7,7.1,168.6,245.7,63.5,75698.9,14739.3,0.0,7.9,291,0,2,6,266.0530231109522,0.0003377910830998,245.7,2262.700931791865,7.1,1.403367116691797,-6.959925339814224
233,235,9930,17:40:20,76.736343,11.498208,78.231948,2305.5,2441.0,7.1,169.1,245.5,64.3,75222.5,15471.3,0.0,7.9,291,50,2,6,266.3166390074064,0.000337919568633,245.5,2309.439336811295,7.1,1.34257764522823,-6.97190686014475
234,236,9990,17:41:20,76.737037,11.501506,78.228061,2363.7,2504.3,7.3,170.2,245.2,64.7,74627.3,15845.1,0.0,7.8,291,83,2,6,266.5959119101791,0.0003333557581106,245.2,2368.250606618446,7.3,1.242529343912038,-7.193477658929478
235,237,10050,17:42:20,76.737731,11.503513,78.224175,2409.7,2557.3,7.3,174.0,245.0,65.5,74132.3,16031.2,0.0,7.8,291,100,2,6,266.8856986510376,0.0003334909889822,245.0,2417.519557831831,7.3,0.7630577818538723,-7.260009836188395
236,238,10110,17:43:20,76.738426,11.504627,78.220254,2423.7,2568.9,7.3,176.7,244.9,65.9,74023.8,15971.9,0.0,7.8,291,100,2,6,266.8884848005794,0.000332914829349,244.9,2428.362865888035,7.3,0.4202173968048418,-7.287895261282406
237,239,10170,17:44:20,76.73912,11.506191,78.216308,2412.9,2557.6,7.3,175.4,244.9,66.7,74128.9,16206.3,0.0,7.9,292,50,2,6,266.7802633957292,0.0003364785472033,244.9,2417.859107197802,7.3,0.5854521476006702,-7.276485812730604
238,240,10230,17:45:20,76.739815,11.50799,78.212346,2389.5,2531.8,7.4,174.7,244.9,67.1,74369.6,15851.1,0.0,7.9,292,0,2,6,266.5331563840998,0.0003374008532289,244.9,2393.859401205087,7.4,0.6835423471045567,-7.368362766565908
239,241,10290,17:46:20,76.740509,11.510441,78.208437,2365.0,2506.3,7.3,172.7,245.1,67.8,74608.7,15642.5,0.0,7.9,292,0,2,6,266.5061753244566,0.0003461927220148,245.1,2370.096008096251,7.3,0.9275716427898598,-7.240829430907215
240,242,10350,17:47:20,76.741204,11.513198,78.204591,2349.0,2489.5,7.2,171.7,245.3,68.2,74766.4,15500.1,0.0,7.9,293,0,2,6,266.5627032598179,0.0003539967542825,245.3,2354.46434582747,7.2,1.03936464720701,-7.12458568129658
241,243,10410,17:48:20,76.741898,11.515478,78.200879,2340.0,2475.6,6.9,172.8,245.3,68.6,74896.9,15945.6,0.0,7.9,293,16,2,6,266.4298523224968,0.0003554525617219,245.3,2341.553734039714,6.9,0.8647993115936983,-6.845591439069898
242,244,10470,17:49:20,76.742593,11.517633,78.197246,2326.4,2461.2,6.8,173.1,245.5,68.6,75032.6,15363.6,0.0,7.9,293,0,2,6,266.5091384012907,0.0003614300453126,245.5,2328.152512360512,6.8,0.8169305040756014,-6.750749925120229
243,245,10530,17:50:20,76.743287,11.519547,78.193694,2308.0,2440.9,6.6,173.7,245.3,68.2,75224.1,15175.9,0.0,7.9,294,0,2,6,266.0980625154148,0.0003518428659085,245.3,2309.281869967437,6.6,0.7242464532009013,-6.560142306004185
244,246,10590,17:51:20,76.743981,11.521463,78.190098,2273.2,2404.5,6.7,173.8,245.4,67.8,75568.3,14892.7,0.0,7.9,294,0,2,6,265.8593683140167,0.0003514209560598,245.4,2275.484439405557,6.7,0.7235956832303534,-6.660811458614513
245,247,10650,17:52:20,76.744676,11.523571,78.186407,2235.0,2360.9,6.9,173.3,245.5,67.5,75982.0,14536.3,0.0,7.9,294,0,2,6,265.5529443466561,0.0003511908434984,245.5,2235.065834721797,6.9,0.8050280859853985,-6.852877481815555
246,248,10710,17:53:20,76.74537,11.5262,78.182616,2195.3,2315.7,7.1,171.9,245.7,67.5,76412.7,14216.2,0.0,7.9,294,0,2,6,265.3402007211292,0.0003557150594615,245.7,2193.219475158513,7.1,1.000398746756835,-7.029167969787559
247,249,10770,17:54:20,76.746065,11.529097,78.178767,2170.5,2289.1,7.2,171.2,245.7,67.8,76667.0,14026.8,0.0,7.9,294,0,2,6,265.0883146387429,0.000356110885086,245.7,2168.622558201796,7.2,1.101498021245076,-7.11524434641518
248,250,10830,17:55:20,76.746759,11.531943,78.174974,2161.8,2281.4,7.1,171.3,246.0,67.5,76741.6,13593.6,0.0,7.9,294,16,2,6,265.3382096888188,0.0003641078187728,246.0,2161.422422648525,7.1,1.073951823755256,-7.018306596341652
249,251,10890,17:56:20,76.747454,11.534712,78.171235,2178.7,2299.9,7.0,171.4,246.2,67.1,76563.6,13409.2,0.0,7.9,294,0,2,6,265.7302667522774,0.0003695167819593,246.2,2178.613964508471,7.0,1.046747404105967,-6.921294667329041
250,252,10950,17:57:20,76.748148,11.536807,78.167657,2212.9,2338.5,6.7,173.2,246.1,67.1,76195.6,13655.1,0.0,7.9,294,0,2,6,265.9884200990505,0.0003679086567841,246.1,2214.283117872857,6.7,0.7933065876535582,-6.652868904313798
251,253,11010,17:58:20,76.748843,11.539031,78.164165,2244.6,2371.8,6.5,172.6,245.8,66.7,75878.6,13888.2,0.0,7.9,294,0,2,6,265.9809678774727,0.0003572497502052,245.8,2245.14737784376,6.5,0.8371713777541585,-6.445862555490088
252,254,11070,17:59:20,76.749537,11.541522,78.160671,2258.0,2387.3,6.6,171.7,245.8,66.3,75731.1,14096.7,0.0,7.9,294,0,2,6,266.1289518552617,0.0003557989585882,245.8,2259.552491413482,6.6,0.952750926606426,-6.530870207855197
253,255,11130,18:00:20,76.750231,11.54444,78.157116,2262.6,2386.9,6.7,170.4,245.8,66.3,75734.5,14516.8,0.0,7.8,294,100,2,6,266.1255365272202,0.0003557829854655,245.8,2259.220125539927,6.7,1.117350602997885,-6.606173448372384
254,256,11190,18:01:20,76.750926,11.547782,78.153486,2256.9,2380.5,6.9,169.3,245.6,66.3,75795.5,13738.6,0.0,7.9,294,0,2,6,265.8478065614046,0.0003490029034591,245.6,2253.259624708645,6.9,1.281099646160483,-6.780028296150945
255,257,11250,18:02:20,76.75162,11.551484,78.149783,2260.6,2386.2,7.0,168.4,245.7,66.3,75741.3,13052.8,0.0,7.9,294,0,2,6,266.0104401051789,0.0003524883744142,245.7,2258.555438553849,7.0,1.407545448021752,-6.857026747195408
256,258,11310,18:03:20,76.752315,11.555273,78.146055,2281.4,2410.0,7.1,168.2,245.5,67.1,75515.8,13217.2,0.0,7.8,295,50,2,6,266.0205488688637,0.0003512649562184,245.5,2280.629518751031,7.1,1.451921968076713,-6.949958460207963
257,259,11370,18:04:20,76.753009,11.55848,78.142289,2311.8,2443.9,7.1,170.1,245.3,67.8,75195.3,13434.7,0.0,7.8,295,66,2,6,266.1271919666327,0.0003499132377787,245.3,2312.116785730122,7.1,1.220696611983808,-6.994276215698894
258,260,11430,18:05:20,76.753704,11.560871,78.138476,2332.6,2465.7,7.1,172.7,245.1,68.2,74990.2,13605.5,0.0,7.8,295,83,2,6,266.1179034015373,0.0003464635693004,245.1,2332.337171794776,7.1,0.9021587210695896,-7.04245054238921
259,261,11490,18:06:20,76.754398,11.562067,78.134769,2327.6,2459.2,6.9,176.2,244.9,68.2,75051.2,13605.5,0.0,7.8,295,100,2,6,265.838956123881,0.0003398175747315,244.9,2326.317535268209,6.9,0.4572899127600041,-6.884830131215145
260,262,11550,18:07:20,76.755093,11.562056,78.131152,2309.6,2440.5,6.7,180.0,244.8,68.6,75227.5,13425.4,0.0,7.8,295,16,2,6,265.5522384603242,0.0003378560223517,244.8,2308.947264044616,6.7,8.205133554287268e-16,-6.7
261,263,11610,18:08:20,76.755787,11.561349,78.127538,2283.7,2411.6,6.7,182.3,244.6,68.6,75500.5,13099.0,0.0,7.8,296,0,2,6,265.0606732662405,0.0003304283914932,244.6,2282.12961499757,6.7,-0.2688830099681505,-6.694602447266788
262,264,11670,18:09:20,76.756481,11.560331,78.123907,2261.4,2388.0,6.7,183.3,244.8,69.0,75724.3,12882.8,0.0,7.8,296,0,2,6,265.0530500552653,0.0003375965515021,244.8,2260.217267928324,6.7,-0.3856789806291027,-6.68889017131399
263,265,11730,18:10:20,76.757176,11.5594,78.120253,2250.3,2375.0,6.8,183.0,244.8,69.8,75848.1,12812.5,0.0,7.8,297,16,2,6,264.9293100287351,0.0003409532973378,244.8,2248.12376451249,6.8,-0.3558845024520162,-6.790680836331102
264,266,11790,18:11:20,76.75787,11.558928,78.116542,2249.0,2372.1,6.9,181.5,244.7,70.2,75875.2,12205.5,0.0,7.8,297,16,2,6,264.7940460947233,0.0003396117952067,244.7,2245.47911251174,6.9,-0.1806209433243249,-6.897635542331345
265,267,11850,18:12:20,76.758565,11.558824,78.112765,2252.7,2377.3,7.0,180.3,245.0,70.2,75826.0,11602.4,0.0,7.8,297,0,2,6,265.167843818336,0.0003494372861663,245.0,2250.281172924573,7.0,-0.036651746819937,-6.999904045731987
266,268,11910,18:13:20,76.759259,11.559225,78.108858,2260.5,2389.3,7.2,178.8,245.2,71.4,75712.4,11345.9,0.0,7.8,298,16,2,6,265.4980706697673,0.0003626040148704,245.2,2261.380770487049,7.2,0.150785423160168,-7.198420921018887
267,269,11970,18:14:20,76.759954,11.559728,78.10488,2273.5,2405.5,7.4,178.5,245.2,72.2,75558.2,11637.5,0.0,7.8,298,50,2,6,265.6528439902472,0.0003674151025742,245.2,2276.473976929523,7.4,0.1937094174782633,-7.397464204819124
268,270,12030,18:15:20,76.760648,11.55997,78.100835,2289.8,2423.3,7.5,179.3,245.1,72.5,75390.3,11664.2,0.0,7.7,298,66,2,6,265.7134205957807,0.0003663534177729,245.1,2292.943218171748,7.5,0.0916275062643523,-7.49944027245339
269,271,12090,18:16:20,76.761343,11.55965,78.096738,2301.2,2436.6,7.6,180.9,244.6,72.5,75264.8,11782.1,0.0,7.7,298,83,2,6,265.2976884208908,0.0003503072801042,244.6,2305.277432928375,7.6,-0.1193756115698389,-7.59906240686062
270,272,12150,18:17:20,76.762037,11.558845,78.092616,2317.3,2452.2,7.7,182.3,244.5,72.2,75117.3,11899.1,0.0,7.7,298,66,2,6,265.3379748120013,0.0003463012822056,244.5,2319.80013847689,7.7,-0.3090148025007103,-7.693796842381234
271,273,12210,18:18:20,76.762731,11.557753,78.08855,2343.3,2479.8,7.6,183.2,244.3,72.2,74857.9,12059.3,0.0,7.7,299,50,2,6,265.3832231530925,0.0003410772284128,244.3,2345.409719458979,7.6,-0.4242434379480445,-7.588149807783055
272,274,12270,18:19:20,76.763426,11.556482,78.084571,2353.3,2490.9,7.4,183.8,244.3,72.5,74752.8,12088.1,0.0,7.7,299,100,2,6,265.4898285007334,0.000342975982841,244.3,2355.811115916874,7.4,-0.4904268629600025,-7.38373086536117
273,275,12330,18:20:20,76.76412,11.555198,78.080641,2337.3,2472.5,7.3,183.9,244.4,73.7,74925.7,11877.0,0.0,7.7,300,50,2,6,265.4231560696659,0.0003511103121153,244.4,2338.707525736591,7.3,-0.4965116218563122,-7.283095235499919
274,276,12390,18:21:20,76.764815,11.55407,78.076713,2300.7,2433.0,7.3,183.4,244.4,74.9,75298.7,11446.8,0.0,7.8,300,0,2,6,265.0466447634329,0.0003550595885301,244.4,2301.943694498952,7.3,-0.4329365271045211,-7.287150743843486
275,277,12450,18:22:20,76.765509,11.553066,78.07281,2257.1,2383.2,7.3,183.0,244.3,75.3,75770.1,11059.4,0.0,7.8,301,0,2,6,264.4659689845564,0.0003514392658979,244.3,2255.740955102447,7.3,-0.382052480573488,-7.289995603708388
276,278,12510,18:23:20,76.766204,11.552654,78.068875,2205.3,2328.1,7.3,181.2,244.8,75.7,76294.0,10676.7,0.0,7.8,301,0,2,6,264.4857691029148,0.0003676119942286,244.8,2204.728651172568,7.3,-0.1528796651485051,-7.298398989366372
277,279,12570,18:24:20,76.766898,11.552671,78.064888,2170.2,2290.4,7.4,179.9,245.0,76.5,76655.1,10414.7,0.0,7.8,302,0,2,6,264.3448068299454,0.0003766783495617,245.0,2169.771753183638,7.4,0.0129154299076475,-7.399988729158329
278,280,12630,18:25:20,76.767593,11.553093,78.060829,2157.6,2276.9,7.5,178.8,245.0,76.5,76784.0,10354.5,0.0,7.7,302,16,2,6,264.2178775980087,0.0003760460063749,245.0,2157.333239316099,7.5,0.157068149125175,-7.498355126061341
279,281,12690,18:26:20,76.768287,11.553588,78.056757,2176.3,2298.0,7.6,178.6,245.1,76.5,76582.2,10296.9,0.0,7.8,302,0,2,6,264.5246390066529,0.0003805496346098,245.1,2176.815675982964,7.6,0.1856845539601635,-7.597731322336991
280,282,12750,18:27:20,76.768981,11.553765,78.052679,2202.1,2323.0,7.6,179.5,244.8,75.7,76343.1,10482.5,0.0,7.8,302,0,2,6,264.4371326431164,0.0003673755648864,244.8,2199.965735212561,7.6,0.066321669787642,-7.599710615287702
281,283,12810,18:28:20,76.769676,11.553542,78.048626,2223.6,2347.7,7.5,180.7,244.9,75.7,76107.5,10718.2,0.0,7.8,302,0,2,6,264.7789930305419,0.000371952536862,244.9,2222.847947559884,7.5,-0.0916275062643504,-7.49944027245339
282,284,12870,18:29:20,76.77037,11.55311,78.044668,2246.1,2369.4,7.3,181.3,244.8,74.9,75900.6,10829.7,0.0,7.8,302,0,2,6,264.8769138542351,0.0003656122908222,244.8,2243.001218605565,7.3,-0.1656175350813057,-7.298121048055697
283,285,12930,18:30:20,76.771065,11.552755,78.040714,2245.5,2368.6,7.3,181.1,244.7,74.5,75909.1,10329.1,0.0,7.8,302,0,2,6,264.7602371572832,0.0003602532708802,244.7,2242.172187316693,7.3,-0.1401413295177347,-7.298654698488003
284,286,12990,18:31:20,76.771759,11.552819,78.036755,2230.4,2353.6,7.3,179.8,245.0,74.9,76051.5,9679.3,0.0,7.8,302,0,2,6,264.9428512622155,0.0003717271753899,245.0,2228.297262630914,7.3,0.0254817553311325,-7.299955525901869
285,287,13050,18:32:20,76.772454,11.5533,78.032753,2212.0,2334.4,7.4,178.6,245.3,75.7,76234.6,8958.4,0.0,7.8,302,0,2,6,265.0849902990758,0.0003853586651129,245.3,2210.494811324611,7.4,0.1807981183296329,-7.397791024380755
286,288,13110,18:33:20,76.773148,11.554082,78.028677,2213.8,2330.5,7.6,177.7,245.7,76.1,76271.9,8707.4,0.0,7.8,302,0,2,6,265.4801282817074,0.0004017761159348,245.7,2206.873448792534,7.6,0.3050016232474562,-7.593877402869789
287,289,13170,18:34:20,76.773843,11.555613,78.024724,2239.5,2359.3,7.4,175.4,245.9,75.7,75997.3,9149.9,0.0,7.8,302,0,2,6,265.9703087322413,0.0004085646706483,245.9,2233.575243669026,7.4,0.5934720400335561,-7.376163700576229
288,290,13230,18:35:20,76.774537,11.556454,78.020743,2284.6,2411.6,7.4,177.5,246.1,74.1,75500.5,10318.1,0.0,7.7,302,33,2,6,266.6861475503753,0.0004100301197955,246.1,2282.129614997571,7.4,0.322783466503487,-7.392956839705748
289,291,13290,18:36:20,76.775231,11.557521,78.016586,2333.0,2469.1,7.7,176.9,245.8,71.4,74958.0,10280.8,0.0,7.7,302,83,2,7,266.9106967093952,0.0003871200191885,245.8,2335.51672531153,7.7,0.4164068599827688,-7.68873236151183
290,292,13350,18:37:20,76.775926,11.558727,78.012484,2367.1,2509.9,7.6,176.5,245.4,69.0,74574.8,10294.0,0.0,7.7,302,100,2,7,266.867043877521,0.0003624053562814,245.4,2373.460584783191,7.6,0.4639689004649112,-7.585824468006189
291,293,13410,18:38:20,76.77662,11.559696,78.008502,2371.0,2511.9,7.4,177.1,245.3,67.5,74556.1,10438.5,0.0,7.7,302,100,2,7,266.777420405445,0.0003513516245923,245.3,2375.31721531329,7.4,0.3743877565676791,-7.390523243162978
292,294,13470,18:39:20,76.777315,11.560297,78.004588,2370.8,2513.7,7.3,178.2,244.8,67.1,74539.2,10413.5,0.0,7.7,302,100,2,7,266.2508960698127,0.000333520068414,244.8,2376.995533384772,7.3,0.2292985412703394,-7.296397890669841
293,295,13530,18:40:20,76.778009,11.560494,78.000833,2364.9,2507.0,7.0,179.4,245.1,67.1,74601.9,10232.5,0.0,7.7,302,100,2,7,266.5131191747697,0.0003426496907148,245.1,2370.77078584641,7.0,0.0733024888137199,-6.999616185558585
294,296,13590,18:41:20,76.778704,11.560355,77.997207,2355.9,2494.4,6.7,180.5,244.7,67.8,74720.6,9987.9,0.0,7.7,303,100,2,7,265.9572765832264,0.0003330694849805,244.7,2359.000769237714,6.7,-0.0584677878391038,-6.699744884529948
295,297,13650,18:42:20,76.779398,11.560351,77.993568,2333.5,2470.0,6.7,180.0,244.3,68.2,74949.5,9759.0,0.0,7.7,303,33,2,7,265.2904680103478,0.0003217872275687,244.3,2336.356276309696,6.7,8.205133554287268e-16,-6.7
296,298,13710,18:43:20,76.780093,11.560576,77.989891,2303.4,2435.7,6.8,179.3,244.3,69.0,75273.3,9503.9,0.0,7.7,303,0,2,7,264.9637493611822,0.0003241614020043,244.3,2304.441398786477,6.8,0.0830756056796794,-6.799492513691074
297,299,13770,18:44:20,76.780787,11.56096,77.986205,2268.6,2395.9,6.8,178.8,244.6,70.2,75649.7,9070.3,0.0,7.7,304,0,2,7,264.9111319579122,0.0003374682895734,244.6,2267.5141796661,6.8,0.1424084552068253,-6.79850864762895
298,300,13830,18:45:20,76.781481,11.561464,77.982497,2244.4,2372.5,6.9,178.4,244.3,71.8,75871.8,8855.8,0.0,7.7,304,0,2,7,264.3645856621861,0.000334654927554,244.3,2245.810862045226,6.9,0.1926593071926264,-6.897309793778446
299,301,13890,18:46:20,76.782176,11.562026,77.97878,2242.9,2368.7,6.9,178.2,244.8,72.2,75907.4,8888.9,0.0,7.6,304,83,2,7,264.8701307111119,0.0003524011036144,244.8,2242.33798614769,6.9,0.2167342376390879,-6.896595266523549
300,302,13950,18:47:20,76.78287,11.562581,77.975066,2261.5,2391.6,6.9,178.2,244.5,72.9,75690.4,9048.7,0.0,7.6,305,100,2,7,264.7621175134308,0.000347011285629,244.5,2263.532265256352,6.9,0.2167342376390879,-6.896595266523549
301,303,14010,18:48:20,76.783565,11.563028,77.971406,2289.9,2422.7,6.8,178.5,244.4,72.9,75395.4,9309.3,0.0,7.6,305,100,2,7,264.9494257715417,0.0003451354622192,244.4,2292.442421380661,6.8,0.1780032484935392,-6.797669809833789
302,304,14070,18:49:20,76.784259,11.563144,77.967802,2308.8,2443.7,6.7,179.6,244.2,72.9,75197.0,9427.6,0.0,7.6,305,100,2,7,264.9320843541138,0.0003396429961456,244.2,2311.949416800828,6.7,0.0467744439963432,-6.699836725726145
303,305,14130,18:50:20,76.784954,11.563076,77.964288,2310.5,2441.2,6.5,180.2,244.3,72.9,75220.8,9350.4,0.0,7.6,306,100,2,7,265.0165997024832,0.0003427226029839,244.3,2309.606649002837,6.5,-0.022689234198952,-6.499960399775637
304,306,14190,18:51:20,76.785648,11.563028,77.960861,2290.7,2421.5,6.4,180.2,244.2,72.9,75407.3,9129.6,0.0,7.6,306,50,2,7,264.720666541003,0.000338695781193,244.2,2291.274027260808,6.4,-0.0223401690574297,-6.399961009009859
305,307,14250,18:52:20,76.786343,11.562726,77.957452,2259.4,2389.1,6.3,181.1,244.3,73.7,75714.1,8826.6,0.0,7.6,307,0,2,7,264.5218693412271,0.0003442261748255,244.3,2261.214544640018,6.3,-0.120943887118045,-6.298838986366358
306,308,14310,18:53:20,76.787037,11.562427,77.954042,2232.8,2358.4,6.3,181.0,244.9,74.5,76005.8,8725.7,0.0,7.6,307,0,2,7,264.8802205371088,0.0003665461313439,244.9,2232.747267191878,6.3,-0.1099501605548869,-6.299040479485265
307,309,14370,18:54:20,76.787731,11.562238,77.950574,2223.2,2350.2,6.4,180.7,244.6,74.9,76083.7,8544.7,0.0,7.6,308,83,2,7,264.4782862976095,0.0003580084369753,244.6,2225.163416378165,6.4,-0.078188805345579,-6.399522365826893
308,310,14430,18:55:20,76.788426,11.562185,77.94706,2232.9,2356.8,6.5,180.2,245.0,75.3,76021.0,8626.5,0.0,7.6,308,100,2,7,264.973232428672,0.000373862302492,245.0,2231.266881247975,6.5,-0.022689234198952,-6.499960399775637
309,311,14490,18:56:20,76.78912,11.562499,77.943575,2248.8,2376.8,6.5,178.9,244.5,74.9,75831.1,8808.7,0.0,7.6,309,100,2,7,264.6215973286643,0.0003558699629938,244.5,2249.783253640202,6.5,0.1247833755979816,-6.498802128790688
310,312,14550,18:57:20,76.789815,11.563041,77.940164,2267.1,2398.6,6.3,178.1,244.5,74.1,75624.3,8958.4,0.0,7.6,309,100,2,7,264.8282490515986,0.0003530317061577,244.5,2270.000293141966,6.3,0.2088776238477173,-6.29653636043307
311,313,14610,18:58:20,76.790509,11.563718,77.936839,2282.4,2415.6,6.2,177.6,244.3,73.3,75463.2,9062.2,0.0,7.6,310,100,2,7,264.7729771927612,0.000343496190182,244.3,2285.787986680464,6.2,0.2596290531210388,-6.194561546612922
312,314,14670,18:59:20,76.791204,11.564652,77.93355,2288.4,2422.6,6.1,176.6,244.3,72.9,75397.1,9097.8,0.0,7.6,310,100,2,7,264.8393106686158,0.0003419212194438,244.3,2292.275496644842,6.1,0.3617688788133658,-6.089262950334968
313,315,14730,19:00:20,76.791898,11.565811,77.930195,2283.5,2417.2,6.2,175.9,244.3,73.3,75447.9,8951.6,0.0,7.6,311,100,2,7,264.7883245878202,0.0003435658474118,244.3,2287.289128642833,6.2,0.4432841548626534,-6.184132854171852
314,316,14790,19:01:20,76.792593,11.567186,77.926749,2267.2,2398.2,6.4,175.2,244.1,73.7,75627.7,8764.2,0.0,7.6,311,66,2,7,264.3915943352038,0.0003382368671124,244.1,2269.667457897094,6.4,0.5355381973268207,-6.377554299196828
315,317,14850,19:02:20,76.793287,11.568771,77.923204,2250.3,2378.7,6.6,174.7,244.6,74.1,75812.5,8560.4,0.0,7.6,311,0,2,7,264.7483916014604,0.0003554515873951,244.6,2251.599356231389,6.6,0.6096458771473073,-6.571783008018241
316,318,14910,19:03:20,76.793981,11.570209,77.91964,2237.1,2364.3,6.6,175.2,244.7,74.9,75949.8,8392.5,0.0,7.6,312,100,2,7,264.7196721238024,0.0003619934274825,244.7,2238.203876438217,6.6,0.5522737659932838,-6.576852871046729
317,319,14970,19:04:20,76.794676,11.57141,77.916075,2233.6,2359.5,6.6,176.0,244.5,74.9,75995.6,8323.9,0.0,7.6,312,100,2,7,264.4577320714301,0.0003550996472267,244.5,2233.740850077128,6.6,0.4603927267112284,-6.583922731714839
318,320,15030,19:05:20,76.79537,11.572091,77.912556,2246.0,2375.0,6.5,177.7,244.6,74.9,75848.1,8421.8,0.0,7.6,313,100,2,7,264.7128645140058,0.0003591204857643,244.6,2248.123764512494,6.5,0.2608566514616402,-6.494763568243899
319,321,15090,19:06:20,76.796065,11.572432,77.909122,2266.1,2397.3,6.4,178.8,244.9,74.9,75636.1,8568.9,0.0,7.6,313,100,2,7,265.2496754991168,0.0003703154163978,244.9,2268.84522320316,6.4,0.1340314872534827,-6.398596374239012
320,322,15150,19:07:20,76.796759,11.572466,77.905711,2280.6,2413.4,6.3,179.9,244.6,74.9,75483.6,8675.7,0.0,7.6,313,100,2,7,265.0776358835539,0.0003608546295658,244.6,2283.78693743309,6.3,0.0109955687051594,-6.299990404553713
321,323,15210,19:08:20,76.797454,11.57226,77.902255,2279.9,2412.0,6.4,180.7,244.3,74.9,75497.1,8582.0,0.0,7.6,314,100,2,7,264.7389864296005,0.0003508364559248,244.3,2282.463011001601,6.4,-0.078188805345579,-6.399522365826893
322,324,15270,19:09:20,76.798148,11.572169,77.898749,2257.2,2385.5,6.5,180.3,244.2,74.5,75748.0,8319.6,0.0,7.6,314,33,2,7,264.3797596934475,0.0003445726095393,244.2,2257.900584739039,6.5,-0.0340337649042272,-6.499910899608274
323,325,15330,19:10:20,76.798843,11.572187,77.895178,2219.8,2344.5,6.6,179.9,244.7,74.9,76138.0,7765.6,0.0,7.6,315,0,2,7,264.5324590196435,0.0003610986421841,244.7,2219.881703387619,6.6,0.0115191672149289,-6.599989947627699
324,326,15390,19:11:20,76.799537,11.572104,77.891535,2193.8,2317.5,6.8,180.3,245.1,75.7,76395.7,7492.7,0.0,7.6,315,0,2,7,264.7090751470403,0.0003774893272328,245.1,2194.866701248731,6.8,-0.0356045540536531,-6.799906787282501
